TradeDate,AdjClose
4/22/2005 0:00,115.57
4/25/2005 0:00,116.33
4/26/2005 0:00,115.2
4/27/2005 0:00,115.65
4/28/2005 0:00,114.2
4/29/2005 0:00,115.75
5/2/2005 0:00,116.4
5/3/2005 0:00,116.6
5/4/2005 0:00,117.5
5/5/2005 0:00,117.46
5/6/2005 0:00,117.06
5/9/2005 0:00,117.82
5/10/2005 0:00,116.6
5/11/2005 0:00,117.24
5/12/2005 0:00,115.95
5/13/2005 0:00,115.75
5/16/2005 0:00,116.8
5/17/2005 0:00,117.58
5/18/2005 0:00,118.79
5/19/2005 0:00,119.29
5/20/2005 0:00,119.12
5/23/2005 0:00,119.78
5/24/2005 0:00,119.49
5/25/2005 0:00,119.41
5/26/2005 0:00,120.05
5/27/2005 0:00,120.24
5/31/2005 0:00,119.48
6/1/2005 0:00,120.5
6/2/2005 0:00,120.76
6/3/2005 0:00,120.15
6/6/2005 0:00,120.04
6/7/2005 0:00,120.13
6/8/2005 0:00,119.91
6/9/2005 0:00,120.48
6/10/2005 0:00,120.2
6/13/2005 0:00,120.58
6/14/2005 0:00,120.86
6/15/2005 0:00,121.09
6/16/2005 0:00,121.4
6/17/2005 0:00,121.36
6/20/2005 0:00,121.4
6/21/2005 0:00,121.47
6/22/2005 0:00,121.59
6/23/2005 0:00,119.86
6/24/2005 0:00,118.98
6/27/2005 0:00,119.15
6/28/2005 0:00,120.15
6/29/2005 0:00,119.83
6/30/2005 0:00,119.18
7/1/2005 0:00,119.53
7/5/2005 0:00,120.49
7/6/2005 0:00,119.48
7/7/2005 0:00,119.95
7/8/2005 0:00,121.24
7/11/2005 0:00,121.94
7/12/2005 0:00,122.26
7/13/2005 0:00,122.43
7/14/2005 0:00,122.91
7/15/2005 0:00,122.84
7/18/2005 0:00,122.35
7/19/2005 0:00,123.02
7/20/2005 0:00,123.39
7/21/2005 0:00,122.72
7/22/2005 0:00,123.54
7/25/2005 0:00,123.19
7/26/2005 0:00,123.34
7/27/2005 0:00,123.79
7/28/2005 0:00,124.57
7/29/2005 0:00,123.74
8/1/2005 0:00,123.6
8/2/2005 0:00,124.39
8/3/2005 0:00,124.72
8/4/2005 0:00,123.72
8/5/2005 0:00,122.88
8/8/2005 0:00,122.65
8/9/2005 0:00,123.39
8/10/2005 0:00,123.33
8/11/2005 0:00,123.82
8/12/2005 0:00,123.06
8/15/2005 0:00,123.82
8/16/2005 0:00,122.21
8/17/2005 0:00,122.2
8/18/2005 0:00,122.19
8/19/2005 0:00,122.47
8/22/2005 0:00,122.47
8/23/2005 0:00,122.24
8/24/2005 0:00,121.15
8/25/2005 0:00,121.59
8/26/2005 0:00,120.76
8/29/2005 0:00,121.69
8/30/2005 0:00,121.05
8/31/2005 0:00,122.58
9/1/2005 0:00,122.49
9/2/2005 0:00,122.27
9/6/2005 0:00,123.7
9/7/2005 0:00,123.91
9/8/2005 0:00,123.5
9/9/2005 0:00,124.6
9/12/2005 0:00,124.35
9/13/2005 0:00,123.66
9/14/2005 0:00,123.21
9/15/2005 0:00,123.15
9/16/2005 0:00,123.5
9/19/2005 0:00,123.09
9/20/2005 0:00,122.05
9/21/2005 0:00,120.91
9/22/2005 0:00,121.34
9/23/2005 0:00,121.44
9/26/2005 0:00,121.58
9/27/2005 0:00,121.55
9/28/2005 0:00,121.67
9/29/2005 0:00,122.66
9/30/2005 0:00,123.04
10/3/2005 0:00,122.6
10/4/2005 0:00,121.22
10/5/2005 0:00,119.63
10/6/2005 0:00,119.2
10/7/2005 0:00,119.61
10/10/2005 0:00,118.6
10/11/2005 0:00,118.43
10/12/2005 0:00,117.5
10/13/2005 0:00,117.43
10/14/2005 0:00,118.67
10/17/2005 0:00,119.11
10/18/2005 0:00,117.82
10/19/2005 0:00,119.78
10/20/2005 0:00,117.67
10/21/2005 0:00,118.13
10/24/2005 0:00,119.96
10/25/2005 0:00,119.72
10/26/2005 0:00,119.37
10/27/2005 0:00,118.1
10/28/2005 0:00,119.8
10/31/2005 0:00,120.13
11/1/2005 0:00,120.49
11/2/2005 0:00,121.75
11/3/2005 0:00,122.27
11/4/2005 0:00,122.11
11/7/2005 0:00,122.23
11/8/2005 0:00,122.23
11/9/2005 0:00,122.39
11/10/2005 0:00,123.34
11/11/2005 0:00,123.76
11/14/2005 0:00,123.69
11/15/2005 0:00,123.24
11/16/2005 0:00,123.49
11/17/2005 0:00,124.64
11/18/2005 0:00,125.13
11/21/2005 0:00,125.76
11/22/2005 0:00,126.3
11/23/2005 0:00,127.03
11/25/2005 0:00,127.13
11/28/2005 0:00,126.23
11/29/2005 0:00,126.09
11/30/2005 0:00,125.41
12/1/2005 0:00,126.69
12/2/2005 0:00,126.85
12/5/2005 0:00,126.58
12/6/2005 0:00,126.82
12/7/2005 0:00,126.11
12/8/2005 0:00,126
12/9/2005 0:00,126.33
12/12/2005 0:00,126.45
12/13/2005 0:00,127.3
12/14/2005 0:00,127.81
12/15/2005 0:00,127.44
12/16/2005 0:00,126.36
12/19/2005 0:00,125.71
12/20/2005 0:00,125.83
12/21/2005 0:00,126.03
12/22/2005 0:00,126.69
12/23/2005 0:00,126.76
12/27/2005 0:00,125.47
12/28/2005 0:00,125.67
12/29/2005 0:00,125.19
12/30/2005 0:00,124.51
1/3/2006 0:00,126.7
1/4/2006 0:00,127.3
1/5/2006 0:00,127.39
1/6/2006 0:00,128.44
1/9/2006 0:00,128.79
1/10/2006 0:00,128.9
1/11/2006 0:00,129.31
1/12/2006 0:00,128.8
1/13/2006 0:00,128.68
1/17/2006 0:00,128.33
1/18/2006 0:00,127.82
1/19/2006 0:00,128.31
1/20/2006 0:00,125.97
1/23/2006 0:00,126.42
1/24/2006 0:00,126.55
1/25/2006 0:00,126.66
1/26/2006 0:00,127.36
1/27/2006 0:00,128.49
1/30/2006 0:00,128.44
1/31/2006 0:00,127.5
2/1/2006 0:00,128.39
2/2/2006 0:00,126.9
2/3/2006 0:00,126.27
2/6/2006 0:00,126.6
2/7/2006 0:00,125.48
2/8/2006 0:00,126.62
2/9/2006 0:00,126.41
2/10/2006 0:00,126.64
2/13/2006 0:00,126.41
2/14/2006 0:00,127.75
2/15/2006 0:00,128.2
2/16/2006 0:00,129.16
2/17/2006 0:00,128.81
2/21/2006 0:00,128.49
2/22/2006 0:00,129.27
2/23/2006 0:00,129.08
2/24/2006 0:00,129.37
2/27/2006 0:00,129.46
2/28/2006 0:00,128.23
3/1/2006 0:00,129.37
3/2/2006 0:00,129.34
3/3/2006 0:00,128.76
3/6/2006 0:00,128.17
3/7/2006 0:00,127.97
3/8/2006 0:00,128.24
3/9/2006 0:00,127.38
3/10/2006 0:00,128.59
3/13/2006 0:00,128.83
3/14/2006 0:00,130.18
3/15/2006 0:00,130.76
3/16/2006 0:00,131.03
3/17/2006 0:00,130.62
3/20/2006 0:00,130.41
3/21/2006 0:00,129.59
3/22/2006 0:00,130.38
3/23/2006 0:00,130.11
3/24/2006 0:00,130.21
3/27/2006 0:00,130.02
3/28/2006 0:00,129.22
3/29/2006 0:00,130.03
3/30/2006 0:00,129.8
3/31/2006 0:00,129.83
4/3/2006 0:00,129.73
4/4/2006 0:00,130.56
4/5/2006 0:00,131.04
4/6/2006 0:00,130.87
4/7/2006 0:00,129.57
4/10/2006 0:00,129.74
4/11/2006 0:00,128.69
4/12/2006 0:00,128.88
4/13/2006 0:00,128.71
4/17/2006 0:00,128.66
4/18/2006 0:00,130.7
4/19/2006 0:00,130.95
4/20/2006 0:00,131.13
4/21/2006 0:00,131.15
4/24/2006 0:00,130.91
4/25/2006 0:00,130.37
4/26/2006 0:00,130.4
4/27/2006 0:00,131.03
4/28/2006 0:00,131.47
5/1/2006 0:00,130.4
5/2/2006 0:00,131.38
5/3/2006 0:00,130.89
5/4/2006 0:00,131.36
5/5/2006 0:00,132.52
5/8/2006 0:00,132.36
5/9/2006 0:00,132.62
5/10/2006 0:00,132.55
5/11/2006 0:00,130.95
5/12/2006 0:00,129.24
5/15/2006 0:00,129.5
5/16/2006 0:00,129.31
5/17/2006 0:00,126.85
5/18/2006 0:00,126.2
5/19/2006 0:00,127.1
5/22/2006 0:00,126.13
5/23/2006 0:00,125.17
5/24/2006 0:00,126.17
5/25/2006 0:00,127.73
5/26/2006 0:00,128.38
5/30/2006 0:00,126.1
5/31/2006 0:00,127.51
6/1/2006 0:00,128.73
6/2/2006 0:00,129
6/5/2006 0:00,127.12
6/6/2006 0:00,126.81
6/7/2006 0:00,125.86
6/8/2006 0:00,125.51
6/9/2006 0:00,125.35
6/12/2006 0:00,123.99
6/13/2006 0:00,122.54
6/14/2006 0:00,123.5
6/15/2006 0:00,126.12
6/16/2006 0:00,124.65
6/19/2006 0:00,123.67
6/20/2006 0:00,124.09
6/21/2006 0:00,125.01
6/22/2006 0:00,124.41
6/23/2006 0:00,124.44
6/26/2006 0:00,124.99
6/27/2006 0:00,123.81
6/28/2006 0:00,124.75
6/29/2006 0:00,127.27
6/30/2006 0:00,127.23
7/3/2006 0:00,127.8
7/5/2006 0:00,127.07
7/6/2006 0:00,127.44
7/7/2006 0:00,126.65
7/10/2006 0:00,126.85
7/11/2006 0:00,127.41
7/12/2006 0:00,126.05
7/13/2006 0:00,124
7/14/2006 0:00,123.59
7/17/2006 0:00,123.34
7/18/2006 0:00,123.97
7/19/2006 0:00,125.69
7/20/2006 0:00,124.83
7/21/2006 0:00,123.94
7/24/2006 0:00,126.21
7/25/2006 0:00,126.66
7/26/2006 0:00,126.83
7/27/2006 0:00,126.71
7/28/2006 0:00,127.98
7/31/2006 0:00,127.85
8/1/2006 0:00,127.22
8/2/2006 0:00,128.08
8/3/2006 0:00,128.42
8/4/2006 0:00,128.21
8/7/2006 0:00,127.95
8/8/2006 0:00,127.41
8/9/2006 0:00,126.89
8/10/2006 0:00,127.25
8/11/2006 0:00,127
8/14/2006 0:00,127.11
8/15/2006 0:00,128.6
8/16/2006 0:00,129.73
8/17/2006 0:00,129.96
8/18/2006 0:00,130.62
8/21/2006 0:00,130.15
8/22/2006 0:00,130.18
8/23/2006 0:00,129.79
8/24/2006 0:00,129.65
8/25/2006 0:00,129.82
8/28/2006 0:00,130.43
8/29/2006 0:00,130.01
8/30/2006 0:00,130.67
8/31/2006 0:00,130.64
9/1/2006 0:00,131.42
9/5/2006 0:00,131.69
9/6/2006 0:00,130.51
9/7/2006 0:00,129.91
9/8/2006 0:00,130.28
9/11/2006 0:00,130.38
9/12/2006 0:00,131.69
