,0.15,0.175,0.19999999999999998,0.22499999999999998,0.25,0.27499999999999997,0.3,0.32499999999999996,0.35
70.0,27.941293163149552,27.89634687737492,28.02954053512622,28.221418266291618,28.09796733897022,28.115082707059603,28.239806270209794,28.38777620331867,27.71684388715096
75.0,23.308169951519947,22.888489386083318,23.29707768968562,23.207758647261247,23.039659861383587,23.69526774595746,23.288155135385004,23.963548505310712,23.49568902490738
80.0,17.97302054425984,18.288696835058094,18.313875365437507,18.532925600449865,18.677093867872482,18.665827714700264,19.39036364192903,19.55411352941063,20.267708126502583
85.0,13.403965399646523,13.706041838711315,13.384479965786953,14.125437373343459,15.00594718744987,14.988815589806185,15.386687112395238,15.773036924579158,16.264406369600458
90.0,9.1099275022035,9.52317946191852,9.783676064040819,10.423054860683045,10.948102072176603,11.409874953665392,12.078492222967316,12.53639987078198,13.143272774987691
95.0,5.706412052492026,6.087225938285144,6.582452977966055,7.385479988725409,7.9205251773439524,8.47325510979963,9.131091300523234,9.610884711861063,10.410645401745118
100.0,3.1138048899091735,3.737016485277434,4.405715669202189,4.889822985657242,5.348144878498958,6.077552447410591,6.866536748103431,7.278283889012302,7.632984053680216
105.0,1.5459621744755547,2.158364684215536,2.4582763453294194,3.025543382823202,3.5814939137475115,4.215365344446465,4.601767820659044,5.2727011659867,5.98302135756995
110.0,0.6792914077150934,0.9837523110392765,1.4447902296396415,1.8912285908131359,2.4742456973838105,2.8683926225388103,3.139290951870658,3.9469651994075803,4.588282617553206
115.0,0.2576291706403703,0.47261634864935587,0.7593761981656441,1.0996676115159372,1.4820972354477997,1.872229195934118,2.431169623445833,2.8944932180658194,3.4073040974398245
120.0,0.0977206461753833,0.18780881394199805,0.33031285025341495,0.6508823773603644,0.9762660853843834,1.260334739256057,1.4283734907888734,1.9692607188768878,2.5338256276691173
125.0,0.03645155836290919,0.09604732517463074,0.1836533372722104,0.3323080270459702,0.47967964555889137,0.7600564653726748,1.1093486013781388,1.278280209621077,1.905831735212715
130.0,0.011669832226197144,0.03281161430697844,0.0979476411128646,0.19283922329877787,0.29235380848151815,0.4334531158238102,0.7600147188741739,0.9991304558210075,1.2414897913852376
